cnuc,nome,anoCriacao,sigla,areaHa,perimetroM,atoLegal,administra,SiglaGrupo,UF,municipios,biomaIBGE,biomaCRL,CoordRegio
197,RESERVA BIOLOGICA DE PEDRA TALHADA,1989,Rebio,43823723,330817647,DEC  98.524 de 13/12/1989,Federal,PI,PE/AL,Lagoa do Ouro Quebrangulo.,MATA ATLÂNTICA,MATA ATLÂNTICA,CR6 Cabedelo/PB
120,FLORESTA NACIONAL DO MACAUÃ,1988,Flona,1763473647,3015963475,DEC  96.189 de 21/06/1988,Federal,US,AC,Sena Madureira.,AMAZÔNIA,AMAZÔNIA,CR1 Porto Velho/RO
1808,RESERVA EXTRATIVISTA DE CASSURUBÁ,2009,Resex,1005783782,2840129367,DEC S/N de  05/06/2009,Federal,US,BA,Caravelas Alcobaça Nova Viçosa.,MATA ATLÂNTICA,MATA ATLÂNTICA,CR7 Porto Seguro/BA
281,PARQUE NACIONAL DO JURUENA,2006,Parna,1958000,12986827726,DEC S/N de 05/06/2006,Federal,PI,AM/MT,Apuí Maués Apiacás Nova Bandeirantes Cotriguaçu.,AMAZÔNIA,AMAZÔNIA,CR1 Porto Velho/RO
1880,REFUGIO DE VIDA SILVESTRE DE UNA,2007,Revis,232620858,209934451,DEC S/N de 21/12/2007,Federal,PI,BA,Ilhéus.,MATA ATLÂNTICA,MATA ATLÂNTICA,CR7 Porto Seguro/BA
202,RESERVA BIOLÓGICA DE UNA,1980,Rebio,187250628,921466602,DEC  85.463 de 10/12/1980,Federal,PI,BA,Una Ilhéus.,MATA ATLÂNTICA,MATA ATLÂNTICA,CR7 Porto Seguro/BA
1911,REFUGIO DE VIDA SILVESTRE DE SANTA CRUZ,2010,Revis,177499983,631016786,DEC S/N de 17/06/2010,Federal,PI,ES,Aracruz Fundão Serra.,MARINHO COSTEIRO,MARINHO COSTEIRO,CR7 Porto Seguro/BA
1912,ÁREA DE PROTEÇÃO AMBIENTAL COSTA DAS ALGAS,2010,APA,1150019223,2192174613,DEC S/N de 17/06/2010,Federal,US,ES,Aracruz Fundão Serra.,MARINHO COSTEIRO,MARINHO COSTEIRO,CR7 Porto Seguro/BA
11,ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DA MANTIQUEIRA,1985,APA,4312837827,11375962134,"DEC  91.304 de 03/06/1985, LEI 9.097 de 19/09/1995",Federal,US,MG/RJ/SP,Santa Rita de Jacutinga Tremembé Virgínia Wenceslau Braz Itatiaia Quatis Resende Aiuruoca Al  XXX,MATA ATLÂNTICA,MATA ATLÂNTICA,CR8 Rio de Janeiro/RJ
131,FLORESTA NACIONAL DE PIRAÍ DO SUL,2004,Flona,1506144,6858155,DEC S/N de 02/06/2004,Federal,US,PR,Piraí do Sul.,MATA ATLÂNTICA,MATA ATLÂNTICA,CR9 Florianópolis/SC
164,PARQUE NACIONAL DE SAINT-HILAIRE/LANGE,2001,Parna,243524262,1630826153,LO 10.227 de 23/05/2001,Federal,PI,PR,Morretes Paranaguá Matinhos Guaratuba.,MATA ATLÂNTICA,MATA ATLÂNTICA,CR9 Florianópolis/SC
1519,RESERVA EXTRATIVISTA DO CIRIACO,1992,Resex,81066306,538821018,DEC S/N de 17/06/2010,Federal,US,MA,Cidelândia Imperatriz.,AMAZÔNIA,AMAZÔNIA,CR4 Belém/PA
207,RESERVA BIOLÓGICA DO GURUPI,1988,Rebio,2712014204,3248705455,DEC 95.614 de 12/01/1988,Federal,PI,MA,Centro Novo do Maranhão São João do Carú Bom Jardim Itinga do Maranhão Paragominas.,AMAZÔNIA,AMAZÔNIA,CR4 Belém/PA
41,ÁREA DE RELEVANTE INTERESSE ECOLÓGICO MATÃO DE COSMÓPOLIS,1985,Arie,1730894,81891301,DEC  90.791 de 09/01/1985,Federal,US,SP,Cosmópolis Artur Nogueira.,CERRADO,CERRADO,CR8 Rio de Janeiro/RJ
79,FLORESTA NACIONAL DE CAPÃO BONITO,1968,Flona,42367949,5688338,Portaria 558 de 25/10/1968,Federal,US,SP,Capão Bonito Buri.,CERRADO,CAATINGA e CERRADO,CR8 Rio de Janeiro/RJ
155,PARQUE NACIONAL DAS EMAS,1961,Parna,1327878603,1910269721,"DEC 49.874 de 11/01/1961, DEC 70.375 de 06/04/1972",Federal,PI,MS/GO,Mineiros Chapadão do Céu.,CERRADO,CERRADO,CR10 Cuiabá/MT
199,RESERVA BIOLÓGICA DE SANTA ISABEL,1988,Rebio,41098837,811434956,DEC  96.999 de 20/10/1988,Federal,PI,SE,Pirambu Pacatuba.,MARINHO COSTEIRO,MARINHO COSTEIRO,CR6 Cabedelo/PB
246,RESERVA EXTRATIVISTA MARINHA DA LAGOA DO JEQUIÁ,2001,Resex,101966935,115768008,DEC S/N de 27/09/2001,Federal,US,AL,Jequiá da Praia Coruripe.,MATA ATLÂNTICA,MATA ATLÂNTICA,CR6 Cabedelo/PB
37,ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS DA QUEIMADA PEQUENA E QUEIMADA GRANDE,1985,Arie,651749,70935787,DEC  91.887 de 05/11/1985,Federal,US,SP,Peruíbe.,MARINHO COSTEIRO,MARINHO COSTEIRO,CR8 Rio de Janeiro/RJ
88,FLORESTA NACIONAL DE CARAJÁS,1998,Flona,3912630377,3977451065,DEC  2.486 de 02/02/1998,Federal,US,PA,Canaã dos Carajás Parauapebas Água Azul do Norte.,AMAZÔNIA,AMAZÔNIA,CR4 Belém/PA
142,PARQUE NACIONAL DA SERRA DA BOCAINA,1971,Parna,103870369,4905192938,"DEC 68.172 de 04/02/1971, DEC 70.694 de 08/06/1972",Federal,PI,RJ/SP,São José do Barreiro Areias Angra dos Reis Parati Cunha Ubatuba Bananal.,MATA ATLÂNTICA,MATA ATLÂNTICA,CR8 Rio de Janeiro/RJ
143,PARQUE NACIONAL DA SERRA DA BODOQUENA,2000,Parna,769735305,3010118572,DEC S/N de 21/09/2000,Federal,PI,MS,Jardim Bonito Porto Murtinho Bodoquena.,CERRADO,CERRADO,CR10 Cuiabá/MT
192,RESERVA BIOLÓGICA DA CONTAGEM,2002,Rebio,34117169,468167912,DEC S/N de 13/12/2002,Federal,PI,DF,Brasília.,CERRADO,CERRADO,CR11 Lagoa Santa/MG
276,RESERVA BIOLÓGICA DAS ARAUCÁRIAS,2006,Rebio,149304929,2741607481,DEC S/N de 23/03/2006,Federal,PI,PR,Ipiranga Teixeira Soares Imbituva.,MATA ATLÂNTICA,MATA ATLÂNTICA,CR9 Florianópolis/SC
212,RESERVA BIOLÓGICA DO TINGUÁ,1989,Rebio,248129023,1210062459,DEC  97.780 de 23/05/1989,Federal,PI,RJ,Petrópolis Nova Iguaçu Miguel Pereira Duque de Caxias.,MATA ATLÂNTICA,MATA ATLÂNTICA,CR8 Rio de Janeiro/RJ
252,RESERVA EXTRATIVISTA MARINHA DO CORUMBAU,2000,Resex,899967625,1817349955,DEC S/N de 21/09/2000,Federal,US,BA,Porto Seguro Prado.,MARINHO COSTEIRO,MARINHO COSTEIRO,CR7 Porto Seguro/BA
247,RESERVA EXTRATIVISTA MARINHA DE ARAÍ-PEROBA,2005,Resex,625781156,2319589646,"DEC S/N de 20/05/2005, DEC S/N de 10/10/2014",Federal,US,PA,Augusto Corrêa.,AMAZÔNIA,AMAZÔNIA e MARINHO COSTEIRO,CR4 Belém/PA
235,RESERVA EXTRATIVISTA DO MÉDIO JURUÁ,1997,Resex,2869548069,38864322,"DEC S/N de 04/03/1997 , DEC S/N de 13/10/2014",Federal,US,AM,Carauari.,AMAZÔNIA,AMAZÔNIA,CR2 Manaus/AM
3131,ESTAÇÃO ECOLÓGICA ALTO MAUÉS,2014,Esec,6656735273,6919130023,DEC S/N de 16/10/2014,Federal,PI,AM,Maués.,AMAZÔNIA,AMAZÔNIA,CR2 Manaus/AM
3132,RESERVA EXTRATIVISTA MARINHA MOCAPAJUBA,2014,Resex,210277967,1734456067,DEC S/N de 10/10/2014,Federal,US,PA,São Caetano de Odivelas.,AMAZÔNIA,AMAZÔNIA,CR4 Belém/PA
3133,RESERVA EXTRATIVISTA MARINHA MESTRE LUCINDO,2014,Resex,264648785,314548573,DEC S/N de 10/10/2014,Federal,US,PA,Marapanim.,AMAZÔNIA,AMAZÔNIA e MARINHO COSTEIRO,CR4 Belém/PA
3134,RESERVA EXTRATIVISTA MARINHA CUINARANA,2014,Resex,110364109,2147572773,DEC S/N de 10/10/2014,Federal,US,PA,Magalhães Barata.,AMAZÔNIA,AMAZÔNIA,CR4 Belém/PA
3135,RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL  NASCENTES GERAIZEIRAS,2014,RDS,381772668,2104916828,DEC S/N de 13/10/2014,Federal,US,MG,Montezuma Rio Pardo de Minas Vargem Grande do Rio Pardo.,MATA ATLÂNTICA,MATA ATLÂNTICA e CERRADO,CR11 Lagoa Santa/MG
3136,PARQUE NACIONAL DA SERRA DO GANDARELA,2014,Parna,312708261,2059403892,DEC S/N de 13/10/2014,Federal,PI,MG,Nova Lima Raposos Caeté Santa Bárbara Mariana Ouro Preto Itabirito Rio Acima.,MATA ATLÂNTICA,MATA ATLÂNTICA,CR11 Lagoa Santa/MG
3137,PARQUE NACIONAL GUARICANA,2014,Parna,492868745,172201388,DEC S/N de 13/10/2014,Federal,PI,PR,Guaratuba Morretes São José dos Pinhais.,MATA ATLÂNTICA,MATA ATLÂNTICA,CR9 Florianópolis/SC
12,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA TABATINGA,1990,APA,417796078,1194965192,"DEC  99.278 de 06/06/1990, DEC S/N de 16/07/2002",Federal,US,MA/PI,Mateiros Alto Parnaíba Formoso do Rio Preto Barreiras do Piauí.,CERRADO,CERRADO,CR5 Parnaíba/PI
156,PARQUE NACIONAL DAS NASCENTES DO RIO PARNAÍBA,2002,Parna,7497741752,8787730228,"DEC S/N de 16/07/2002, LEI 13.090 de 12/01/2015",Federal,PI,MA/PI/BA,São Félix do Tocantins Alto Parnaíba Barreiras do Piauí Barreiras do Piauí São Gonçalo do Gurguéia Corrente Formosa do Rio Preto Gibués Lizarda Mateiros.,CERRADO,CERRADO,CR5 Parnaíba/PI
63,ESTAÇÃO ECOLÓGICA DE TAMOIOS,1990,Esec,86603533,1400568215,DEC   98.864 de 23/01/1990.,Federal,PI,RJ,Angra dos Reis Parati.,MATA ATLÂNTICA,MATA ATLÂNTICA,CR8 Rio de Janeiro/RJ
106,FLORESTA NACIONAL DE RORAIMA,1989,Flona,1696287017,2970465403,"DEC  97.545 de 01/03/1989, LEI 12.058 de 13/12/2009.",Federal,US,AM/RR,Amajari Alto Alegre Mucajaí Iracema Caracaraí Barcelos.,AMAZÔNIA,AMAZÔNIA,CR2 Manaus/AM
232,RESERVA EXTRATIVISTA DO CAZUMBÁ-IRACEMA,2002,Resex,7549870984,6052369973,DEC S/N de 19/10/2002,Federal,US,AC,Manoel Urbano Sena Madureira.,AMAZÔNIA,AMAZÔNIA,CR1 Porto Velho/RO
193,RESERVA BIOLÓGICA DA MATA ESCURA,2003,Rebio,50892388,1893203746,DEC S/N de 05/06/2003,Federal,PI,MG,Almenara Jequitinhonha.,MATA ATLÂNTICA,MATA ATLÂNTICA,CR11 Lagoa Santa/MG
253,RESERVA EXTRATIVISTA DE CANAVIEIRAS,2006,Resex,1006884078,221281758,DEC S/N de  05/06/2006,Federal,US,BA,Una Canavieiras Belmonte.,MATA ATLÂNTICA,MATA ATLÂNTICA,CR7 Porto Seguro/BA
161,PARQUE NACIONAL DE ILHA GRANDE,1997,Parna,761381861,8914639451,DEC S/N de 30/09/1997,Federal,PI,MS/PR,Mundo Novo Eldorado Naviraí Itaquiraí Altônia São Jorge do Patrocínio Alto Paraíso Guaíra Icaraíma.,MATA ATLÂNTICA,MATA ATLÂNTICA,CR9 Florianópolis/SC
77,FLORESTA NACIONAL DE ASSUNGUI,1968,Flona,4908116,112591746,Portaria 559 de 25/10/1968,Federal,US,PR,Campo Largo.,MATA ATLÂNTICA,MATA ATLÂNTICA,CR9 Florianópolis/SC
15,ÁREA DE PROTEÇÃO AMBIENTAL DE FERNANDO DE NORONHA - ROCAS - SÃO PEDRO E SÃO PAULO,1986,APA,9004043,250527956,DEC 92.755 de 05/06/1986,Federal,US,PE,Fernando de Noronha.,MARINHO COSTEIRO,MARINHO COSTEIRO,CR6 Cabedelo/PB
82,FLORESTA NACIONAL DE AÇU,2001,Flona,2250246,69251656,Portaria 245 de 18/07/2001,Federal,US,RN,Açu.,CAATINGA,CAATINGA,CR6 Cabedelo/PB
20,ÁREA DE PROTEÇÃO AMBIENTAL CARSTE DE LAGOA SANTA,1996,APA,377355773,1375674013,"DEC 98.881 de 25/01/1990, DEC 1.876 de 25/04/1996",Federal,US,MG,Funilândia Jaboticatubas Prudente de Morais Pedro Leopoldo Confins Vespasiano Matozinhos Baldin Lagoa Santa São José da Lapa.,CERRADO,CERRADO,CR11 Lagoa Santa/MG
150,PARQUE NACIONAL DA SERRA DO ITAJAÍ,2004,Parna,569181092,2376137174,"DEC S/N de 04/06/2004, DEC S/N de 20/02/2006",Federal,PI,SC,Blumenau Indaial Gaspar Guabiruba Botuverá Vidal Ramos Presidente Nereu Apiúna Brusque.,MATA ATLÂNTICA,MATA ATLÂNTICA,CR9 Florianópolis/SC
139,PARQUE NACIONAL DA CHAPADA DOS VEADEIROS,1961,Parna,647268629,1636386344,"DEC 49.875 de 11/01/1961, DEC 70.492 de 11/05/1972, DEC Nº 86.173 DE 2 DE JULHO DE 1981, DEC 86.596 de 17/11/1981, DEC S/N de 27/09/2001.",Federal,PI,GO,Cavalcante Alto Paraíso de Goiás.,CERRADO,CERRADO,CR11 Lagoa Santa/MG
147,PARQUE NACIONAL SERRA DE ITABAIANA,2005,Parna,80247942,890140121,DEC S/N de 15/06/2005,Federal,PI,SE,Itabaiana Areia Branca Laranjeiras Itaporanga d'Ajuda Campo do Brito Malhador.,MATA ATLÂNTICA,MATA ATLÂNTICA,CR6 Cabedelo/PB
144,PARQUE NACIONAL DA SERRA DA CANASTRA,1972,Parna,1979719612,8110482953,DEC 70.355 de 03/04/1972,Federal,PI,MG,Sacramento São Roque de Minas Vargem Bonita Capitólio São João Batista do Glória São João Batis.,CERRADO,CERRADO,CR11 Lagoa Santa/MG
55,ESTAÇÃO ECOLÓGICA DE IQUÊ,1981,Esec,2225546397,249050436,"DEC 86.061 de 02/06/1981, DEC S/N de 02/10/1996",Federal,PI,MT,Juína Comodoro.,CERRADO,AMAZÔNIA Port 96 MMA,CR10 Cuiabá/MT
54,ESTAÇÃO ECOLÓGICA DE GUARAQUEÇABA,1982,Esec,43701458,2442316306,"DEC 87.222 de 31/05/1982, DEC  93.053 de 31/07/1986, LEI 9.513 de 20/11/1997",Federal,PI,PR,Guaraqueçaba.,MATA ATLÂNTICA,MATA ATLÂNTICA,CR9 Florianópolis/SC
49,PARQUE NACIONAL DE ANAVILHANAS,1981,Parna,3502433123,4456823246,"DEC 86.061 de 02/06/1981,LEI 11.799 de 29/10/2008",Federal,PI,AM,Novo Airão Manaus.,AMAZÔNIA,AMAZÔNIA,CR2 Manaus/AM
165,PARQUE NACIONAL DE SÃO JOAQUIM,1961,Parna,496723757,1735250785,"DEC 50.922 de 06/07/1961, LEI 13273 de15/04/2016",Federal,PI,SC,Urubici Grão Pará Orleans Lauro Muller Bom Jardim da Serra.,MATA ATLÂNTICA,MATA ATLÂNTICA,CR9 Florianópolis/SC
256,RESERVA EXTRATIVISTA DO RIO OURO PRETO,1990,Resex,2046328123,4256838776,DEC 99.166 de 13/03/1990,Federal,US,RO,Guajará-Mirim Nova Mamoré.,AMAZÔNIA,AMAZÔNIA,CR1 Porto Velho/RO
287,RESERVA EXTRATIVISTA LAGO DO CEDRO,2006,Resex,171780506,753629377,DEC S/Nde 11/09/2006,Federal,US,GO,Aruanã Cocalinho.,CERRADO,CERRADO,CR10 Cuiabá/MT
1612,FLORESTA NACIONAL DO IQUIRI,2008,Flona,1473000,12706280596,DEC S/N de 08/05/2008,Federal,US,AM,Lábrea.,AMAZÔNIA,AMAZÔNIA,CR1 Porto Velho/RO
85,FLORESTA NACIONAL DE BALATA-TUFARI,2002,Flona,1080000,1180559419,DEC S/N de 17/02/2005,Federal,US,AM,Canutama Tapauá.,AMAZÔNIA,AMAZÔNIA,CR1 Porto Velho/RO
3411,RESERVA BIOLÓGICA DO MANICORÉ,2016,Rebio,3591375455,3640575759,DEC S/N de 11/05/2016,Federal,PI,AM,Manicoré Novo Aripuanã.,AMAZÔNIA,AMAZÔNIA,CR2 Manaus/AM
3410,PARQUE NACIONAL DO ACARI,2016,Parna,8964109545,4903214165,DEC S/N de 11/05/2016,Federal,PI,AM,Apuí Borba Novo Aripuanã.,AMAZÔNIA,AMAZÔNIA,CR2 Manaus/AM
3408,FLORESTA NACIONAL DE URUPADI,2016,Flona,5380810911,6291403721,DEC S/N de 11/05/2016,Federal,US,AM,Maués.,AMAZÔNIA,AMAZÔNIA,CR2 Manaus/AM
3409,FLORESTA NACIONAL DO ARIPUANÃ,2016,Flona,751302174,6848943987,DEC S/N de 11/05/2016,Federal,US,AM,Apuí Manicoré Novo Aripuanã.,AMAZÔNIA,AMAZÔNIA,CR2 Manaus/AM
3407,ÁREA DE PROTEÇÃO AMBIENTAL DOS CAMPOS DE MANICORÉ,2016,APA,1524102031,239828732,DEC S/N de 11/05/2016,Federal,US,AM,Manicoré.,AMAZÔNIA,AMAZÔNIA,CR2 Manaus/AM
271,FLORESTA NACIONAL DO AMANA,2006,Flona,6825610156,474995347,"DEC S/N de 13/02/2006, DEC S/N de 11/05/2016",Federal,US,PA/AM,Jacareacanga Itaituba Maués.,AMAZÔNIA,AMAZÔNIA,CR3 Santarém/PA
167,PARQUE NACIONAL DE UBAJARA,1959,Parna,62695131,624097393,"DEC 45.954 de 30/04/1959, DEC 72.144 de 26/04/1973, DEC S/N de 13/12/2002",Federal,PI,CE,Ubajara Frecheirinha Tianguá.,CAATINGA,CAATINGA,CR5 Parnaíba/PI
3432,REFÚGIO DE VIDA SILVESTRE DO ARQUIPÉLAGO DE ALCATRAZES,2016,Revis,674792905,153039338,DEC S/N de 02/08/2016,Federal,PI,SP,São Sebastião.,MARINHO COSTEIRO,MARINHO COSTEIRO,CR8 Rio de Janeiro/RJ
182,PARQUE NACIONAL E HISTÓRICO DO MONTE PASCOAL,1961,Parna,222406673,94062251,"DEC  242 de 29/11/1961, DEC 3.421 de 20/04/2000",Federal,PI,BA,Porto Seguro.,MATA ATLÂNTICA,MATA ATLÂNTICA,CR7 Porto Seguro/BA
118,FLORESTA NACIONAL DO JAMARI,1984,Flona,2221565765,2292172492,DEC  90.224 de 25/09/1984,Federal,US,RO,Candeias do Jamari Itapuã do Oeste Cujubim.,AMAZÔNIA,AMAZÔNIA,CR1 Porto Velho/RO
261,ESTAÇÃO ECOLÓGICA DA MATA PRETA,2005,Esec,65734802,1018547092,DEC S/N de 19/10/2005,Federal,PI,PR/SC,Abelardo Luz Clevelândia Palmas.,MATA ATLÂNTICA,MATA ATLÂNTICA,CR9 Florianópolis/SC
264,PARQUE NACIONAL DO RIO NOVO,2006,Parna,9767804087,11513403587,"DEC S/N de 13/02/2006, MP 756 de 19/12/2016",Federal,PI,PA,Novo Progresso Itaituba Jacarecanga.,AMAZÔNIA,AMAZÔNIA,CR3 Santarém/PA
266,FLORESTA NACIONAL DO JAMANXIM,2006,Flona,5570582,767437969,"DEC S/N de 13/02/2006, MP 756 de 19/12/2016",Federal,US,PA,Novo Progresso.,AMAZÔNIA,AMAZÔNIA,CR3 Santarém/PA
3473,ÁREA DE PROTEÇÃO AMBIENTAL DO JAMANXIM,2016,APA,5335744862,9698111426,MP 756 de 19/12/2016,Federal,US,PA,Novo Progresso.,AMAZÔNIA,AMAZÔNIA,CR3 Santarém/PA
58,ESTAÇÃO ECOLÓGICA DE MARACÁ-JIPIOCA,1981,Esec,587569503,1150357521,DEC 86.061 de 02/06/1981,Federal,PI,AP,Amapá.,AMAZÔNIA,AMAZÔNIA,CR4 Belém/PA
267,PARQUE NACIONAL DO JAMANXIM,2006,Parna,913107969,8448592858,"DEC S/N de 13/02/2006, MP 758 de 19/12/2016",Federal,PI,PA,Trairão Itaituba.,AMAZÔNIA,AMAZÔNIA,CR3 Santarém/PA
1633,PARQUE NACIONAL MAPINGUARI,2008,Parna,1777000,19409628385,"DEC S/N  de 05/06/2008, LEI 12.249 de 11/06/2010, LEI 12.678 de 25/06/2012",Federal,PI,AM/RO,Lábrea Canutama e Porto Velho.,AMAZÔNIA,AMAZÔNIA,CR1 Porto Velho/RO
268,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,2006,APA,2040000,30878395474,"DEC S/N de 13/02/2006, LEI 12.678 de 25/06/2012",Federal,US,PA,Itaituba Jacareacanga Trairão Novo Progresso.,AMAZÔNIA,AMAZÔNIA,CR3 Santarém/PA
96,FLORESTA NACIONAL DE ITAITUBA II,1998,Flona,3977555503,24713792451,"DEC  2.482 de 02/02/1998, LEI 12.678 de 25/06/2012",Federal,US,PA,Itaituba Trairão.,AMAZÔNIA,AMAZÔNIA,CR3 Santarém/PA
